dataset,sample_idx,label_value,dice_native,dice_ds,morphology,task_id,subject_index,fg_frac,ctx_dice,thinness,tortuosity,branching_density,region_size,boundary_complexity,scattered_count,scattered_clustering,task_ambiguity,boundary_amp_scale,boundary_sigma_frac,boundary_keep_largest,position_jitter,support_query_shift,support_query_translate,support_query_scale,foreground_contrast,texture_heterogeneity,noise_level,context_copy_fraction,context_consistency,task_ambiguity_intensity,axis_identification,axis_segmentation
synth/annular/amb0.95,10,1,0.0,0.0,annular,89,2,0.00592041015625,0.0,0.3451144752674456,0.3403919794107262,0.5717625086448197,0.4038251489608462,0.6915773200192371,18.0,0.020387101206473468,0.9506939225813916,0.5,0.4,1.0,0.15,0.9,0.2,0.9,0.15,0.75,0.85,0.0,0.55,0.95,0.9506939225813916,0.6753646749364972
synth/annular/amb0.95,11,1,0.0,0.0,annular,89,3,0.004638671875,0.034871794283390045,0.3451144752674456,0.3403919794107262,0.5717625086448197,0.4038251489608462,0.6915773200192371,18.0,0.020387101206473468,0.9506939225813916,0.5,0.4,1.0,0.15,0.9,0.2,0.9,0.15,0.75,0.85,0.0,0.55,0.95,0.9506939225813916,0.6753646749364972
synth/scattered/amb0.93,12,1,0.0,0.0,scattered,90,0,0.0078125,0.009389671186606089,0.365925743065498,0.33181081613551205,0.7477052405560448,0.13446760261432417,0.31026036819826747,14.0,0.05905523170968052,0.9128272188255798,0.5,0.4,1.0,0.15,0.9,0.2,0.9,0.15,0.75,0.85,0.0,0.55,0.95,1.0,0.8837904739607305
synth/scattered/amb0.93,13,1,0.0,0.0,scattered,90,1,0.00921630859375,0.010309278344114622,0.365925743065498,0.33181081613551205,0.7477052405560448,0.13446760261432417,0.31026036819826747,14.0,0.05905523170968052,0.9128272188255798,0.5,0.4,1.0,0.15,0.9,0.2,0.9,0.15,0.75,0.85,0.0,0.55,0.95,1.0,0.8837904739607305
synth/scattered/amb0.93,14,1,0.0,0.0,scattered,90,2,0.0087890625,0.0,0.365925743065498,0.33181081613551205,0.7477052405560448,0.13446760261432417,0.31026036819826747,14.0,0.05905523170968052,0.9128272188255798,0.5,0.4,1.0,0.15,0.9,0.2,0.9,0.15,0.75,0.85,0.0,0.55,0.95,1.0,0.8837904739607305
synth/scattered/amb0.93,15,1,0.03200000151991844,0.03200000151991844,scattered,90,3,0.02020263671875,0.0,0.365925743065498,0.33181081613551205,0.7477052405560448,0.13446760261432417,0.31026036819826747,14.0,0.05905523170968052,0.9128272188255798,0.5,0.4,1.0,0.15,0.9,0.2,0.9,0.15,0.75,0.85,0.0,0.55,0.95,1.0,0.8837904739607305
synth/tubular/amb0.86,16,1,0.0,0.0,tubular,120,0,0.01995849609375,0.0,0.4614648359004646,0.2995405067345254,0.4520178115728789,0.19860599259776662,0.36655716135506716,8.0,0.02516678315644838,0.8776671208756427,0.5,0.4,1.0,0.15,0.9,0.2,0.9,0.15,0.75,0.85,0.0,0.55,0.95,0.8776671208756427,1.0
synth/tubular/amb0.86,17,1,0.03208556026220322,0.03208556026220322,tubular,120,1,0.03729248046875,0.026106624243160088,0.4614648359004646,0.2995405067345254,0.4520178115728789,0.19860599259776662,0.36655716135506716,8.0,0.02516678315644838,0.8776671208756427,0.5,0.4,1.0,0.15,0.9,0.2,0.9,0.15,0.75,0.85,0.0,0.55,0.95,0.8776671208756427,1.0
synth/tubular/amb0.86,18,1,0.22157622873783112,0.22157622873783112,tubular,120,2,0.12042236328125,0.12988223135471344,0.4614648359004646,0.2995405067345254,0.4520178115728789,0.19860599259776662,0.36655716135506716,8.0,0.02516678315644838,0.8776671208756427,0.5,0.4,1.0,0.15,0.9,0.2,0.9,0.15,0.75,0.85,0.0,0.55,0.95,0.8776671208756427,1.0
synth/tubular/amb0.86,19,1,0.1568627506494522,0.1568627506494522,tubular,120,3,0.10015869140625,0.11676843836903572,0.4614648359004646,0.2995405067345254,0.4520178115728789,0.19860599259776662,0.36655716135506716,8.0,0.02516678315644838,0.8776671208756427,0.5,0.4,1.0,0.15,0.9,0.2,0.9,0.15,0.75,0.85,0.0,0.55,0.95,0.8776671208756427,1.0
