dataset,sample_idx,label_value,dice_native,dice_ds,morphology,task_id,subject_index,fg_frac,ctx_dice,thinness,tortuosity,branching_density,region_size,boundary_complexity,scattered_count,scattered_clustering,task_ambiguity,boundary_amp_scale,boundary_sigma_frac,boundary_keep_largest,position_jitter,support_query_shift,support_query_translate,support_query_scale,foreground_contrast,texture_heterogeneity,noise_level,context_copy_fraction,context_consistency,task_ambiguity_intensity,axis_identification,axis_segmentation
synth/tubular/amb0.35,297,1,0.5278907418251038,0.5278907418251038,tubular,1446,1,0.1697998046875,0.3884076674779256,0.5245552741422264,0.6979913550073389,0.3979118197859308,0.14400240299065586,0.9466874290174516,22.0,0.2350060041274633,0.3107879719593968,0.5,0.4,1.0,0.15,0.5,0.05,0.45,0.15,0.75,0.85,0.0,0.9,0.6,0.3107879719593968,1.0
synth/tubular/amb0.35,298,1,0.5802872180938721,0.5802872180938721,tubular,1446,2,0.17010498046875,0.4031735161940257,0.5245552741422264,0.6979913550073389,0.3979118197859308,0.14400240299065586,0.9466874290174516,22.0,0.2350060041274633,0.3107879719593968,0.5,0.4,1.0,0.15,0.5,0.05,0.45,0.15,0.75,0.85,0.0,0.9,0.6,0.3107879719593968,1.0
synth/tubular/amb0.35,299,1,0.4558725953102112,0.4558725953102112,tubular,1446,3,0.14959716796875,0.2043530587106943,0.5245552741422264,0.6979913550073389,0.3979118197859308,0.14400240299065586,0.9466874290174516,22.0,0.2350060041274633,0.3107879719593968,0.5,0.4,1.0,0.15,0.5,0.05,0.45,0.15,0.75,0.85,0.0,0.9,0.6,0.3107879719593968,1.0
synth/elongated/amb0.35,300,1,0.5271317958831787,0.5271317958831787,elongated,1465,0,0.02203369140625,0.28613192836443585,0.46146137786962155,0.8773640461450745,0.5944791066638602,0.1497108561159013,0.7797451723413381,9.0,0.27816337616239906,0.35991341041861385,0.5,0.4,1.0,0.15,0.5,0.05,0.45,0.15,0.75,0.85,0.0,0.9,0.6,0.35991341041861385,0.7239605153127258
synth/elongated/amb0.35,301,1,0.6691729426383972,0.6691729426383972,elongated,1465,1,0.009033203125,0.15304611002405485,0.46146137786962155,0.8773640461450745,0.5944791066638602,0.1497108561159013,0.7797451723413381,9.0,0.27816337616239906,0.35991341041861385,0.5,0.4,1.0,0.15,0.5,0.05,0.45,0.15,0.75,0.85,0.0,0.9,0.6,0.35991341041861385,0.7239605153127258
synth/elongated/amb0.35,302,1,0.24242424964904785,0.24242424964904785,elongated,1465,2,0.00469970703125,0.1529051959514618,0.46146137786962155,0.8773640461450745,0.5944791066638602,0.1497108561159013,0.7797451723413381,9.0,0.27816337616239906,0.35991341041861385,0.5,0.4,1.0,0.15,0.5,0.05,0.45,0.15,0.75,0.85,0.0,0.9,0.6,0.35991341041861385,0.7239605153127258
synth/elongated/amb0.35,303,1,0.0,0.0,elongated,1465,3,0.0052490234375,0.11666666467984517,0.46146137786962155,0.8773640461450745,0.5944791066638602,0.1497108561159013,0.7797451723413381,9.0,0.27816337616239906,0.35991341041861385,0.5,0.4,1.0,0.15,0.5,0.05,0.45,0.15,0.75,0.85,0.0,0.9,0.6,0.35991341041861385,0.7239605153127258
synth/elongated/amb0.75,304,1,0.15139442682266235,0.15139442682266235,elongated,1468,0,0.009521484375,0.11520541707674663,0.8611525338654682,0.4696510415499143,0.5724745794786437,0.3707937214846279,0.3911753645911438,10.0,0.07210505840992842,0.7930172316076047,0.5,0.4,1.0,0.15,0.5,0.05,0.45,0.15,0.75,0.85,0.0,0.9,0.6,0.7930172316076047,0.5897749471962008
synth/elongated/amb0.75,305,1,0.45382586121559143,0.45382586121559143,elongated,1468,1,0.0115966796875,0.05490196247895559,0.8611525338654682,0.4696510415499143,0.5724745794786437,0.3707937214846279,0.3911753645911438,10.0,0.07210505840992842,0.7930172316076047,0.5,0.4,1.0,0.15,0.5,0.05,0.45,0.15,0.75,0.85,0.0,0.9,0.6,0.7930172316076047,0.5897749471962008
synth/elongated/amb0.75,306,1,0.3272727131843567,0.3272727131843567,elongated,1468,2,0.02362060546875,0.2693542328973611,0.8611525338654682,0.4696510415499143,0.5724745794786437,0.3707937214846279,0.3911753645911438,10.0,0.07210505840992842,0.7930172316076047,0.5,0.4,1.0,0.15,0.5,0.05,0.45,0.15,0.75,0.85,0.0,0.9,0.6,0.7930172316076047,0.5897749471962008
