class,obj_vox,real_dice,tier,res,mode,tier_native_res,K,auroc,ap,transfer_dice,transfer_precision,transfer_recall,margin,retrieval_at1
esophagus,1235,,backbone,16,dense,24,1,0.9914053678512573,,0.012327278964221478,0.017838630825281143,0.0094176409766078,0.12519262731075287,0.1538461595773697
esophagus,1235,,backbone,24,dense,24,1,0.9724898934364319,,0.03956839069724083,0.060848869383335114,0.029315853491425514,0.08909560739994049,0.47058823704719543
esophagus,4327,,backbone,16,dense,24,1,0.9216315746307373,,0.05190601944923401,0.12648898363113403,0.03265268728137016,0.13849008083343506,0.18518519401550293
esophagus,4327,,backbone,24,dense,24,1,0.918487012386322,,0.20898893475532532,0.21125894784927368,0.20676718652248383,0.11476963013410568,0.2222222238779068
esophagus,2559,,backbone,16,dense,24,1,0.9966567158699036,,0.07879878580570221,0.06287390738725662,0.10552693903446198,0.20140688121318817,0.785714328289032
esophagus,2559,,backbone,24,dense,24,1,0.9949448704719543,,0.13665924966335297,0.2345420867204666,0.0964198037981987,0.146204873919487,0.21875
femur_left,41641,,backbone,16,dense,24,1,0.9631133675575256,,0.0,0.0,0.0,0.1212293952703476,0.0
femur_left,41641,,backbone,24,dense,24,1,0.9733366966247559,,0.08023417741060257,0.39136090874671936,0.044699035584926605,0.07520326226949692,0.080924853682518
femur_left,26061,,backbone,16,dense,24,1,0.8326135873794556,,0.14404359459877014,0.11650057137012482,0.18864233791828156,0.30355745553970337,0.2978723347187042
femur_left,26061,,backbone,24,dense,24,1,0.8383241295814514,,0.31283318996429443,0.30392420291900635,0.32228022813796997,0.2400643527507782,0.31147539615631104
femur_left,22795,,backbone,16,dense,24,1,0.9532010555267334,,0.12425768375396729,0.25970515608787537,0.08166556805372238,0.06514774262905121,0.1304347813129425
femur_left,22795,,backbone,24,dense,24,1,0.9686600565910339,,0.05541231855750084,0.1553201973438263,0.03372141718864441,0.04411371797323227,0.11711712181568146
femur_left,17992,,backbone,16,dense,24,1,0.9885259866714478,,0.3584909737110138,0.38912340998649597,0.3323294222354889,0.20555928349494934,0.6571428775787354
femur_left,17992,,backbone,24,dense,24,1,0.9865024089813232,,0.5642371773719788,0.5592012405395508,0.569364607334137,0.17355407774448395,0.7261905074119568
femur_left,28820,,backbone,16,dense,24,1,0.9630486965179443,,0.13061317801475525,0.21358798444271088,0.09406912326812744,0.063568115234375,0.23999999463558197
femur_left,28820,,backbone,24,dense,24,1,0.9723437428474426,,0.037623707205057144,0.07107808440923691,0.025582684203982353,0.010298767127096653,0.05384615436196327
femur_right,47735,,backbone,16,dense,24,1,0.9887626767158508,,0.5086491107940674,0.6185227036476135,0.4319228231906891,0.2518922984600067,0.6000000238418579
femur_right,47735,,backbone,24,dense,24,1,0.9731427431106567,,0.6443374156951904,0.682773768901825,0.6099979281425476,0.206277534365654,0.7606382966041565
femur_right,24809,,backbone,16,dense,24,1,0.8018103241920471,,0.26064804196357727,0.28342604637145996,0.2412588745355606,0.1696910262107849,0.1818181872367859
femur_right,24809,,backbone,24,dense,24,1,0.7211501002311707,,0.20042423903942108,0.19898301362991333,0.20188647508621216,0.15088048577308655,0.2181818187236786
femur_right,23590,,backbone,16,dense,24,1,0.9758593440055847,,0.3682735562324524,0.29401707649230957,0.4927122890949249,0.25354617834091187,0.6666666865348816
femur_right,23590,,backbone,24,dense,24,1,0.9613009691238403,,0.504928708076477,0.42886486649513245,0.613791286945343,0.2144271433353424,0.767241358757019
femur_right,16926,,backbone,16,dense,24,1,0.9899746775627136,,0.32579463720321655,0.3730657398700714,0.2891557514667511,0.26754188537597656,0.5135135054588318
